,label,text
5474,1,Rhode Islands legislature is the strongest in the country.
5476,0,"Look, we are at war with these people and they dont wear uniforms. This is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. We are allowing tens of thousands of them into our country now."
5477,1,"In the three months before the act took effect, America lost 750,000 jobs a month. In the last three months, we've lost about 35,000 jobs a month."
5478,1,"In 2010, uninsured voters made up about 5 percent of the electorate."
5479,1,The mayor said 'if you happen to be in this country in an undocumented status . . . then we welcome you here. We want you here. We'll protect you here.' 
5480,1,Marriage decreases the probability of child poverty by 82 percent.
5483,1,It is a greater crime to have an untagged alligator than to host an open house party (for kids).
5484,1,We spend more money on lobbying than we do on campaigns.
5485,1,Senators who have accepted millions in campaign contributions from the financial industry voted against allowing bankruptcy judges to modify home mortgages.
5487,1,"When it comes to fighting terrorism, Another thing we know that does not work, based on lots of empirical evidence, is torture."
5490,0,"At Texas AM University, only 49 out of 3,000 faculty members brought in enough money to pay for their salaries and overhead over the past five years."
5491,1,"Says the 1956 Republican Party platform supported equal pay, the minimum wage, asylum for refugees, protections for unions and more."
5494,1,"Over the last six years, the state of Illinois spent about $320 million on illegal immigrants."
5495,0,There are more people killed with baseball bats and hammers than are killed with guns.
5499,1,Oil money from federal leases can only be used to clean up the mess and damages from drilling.
5500,0,"Every piece of legislation, just about, that I ever introduced (in the U.S. Senate) had a Republican co-sponsor."
5501,1,The Fulton County vote count will be finished by 11:30 p.m. on election night.
5502,0,Says Obamacare is the largest middle-class tax increase in history.
5503,0,Wendy Davis raised money for a U.S. House Democrat who is a member of a Democratic socialists group.
5506,0,"Says Mitch McConnell voted to raise Medicare costs for a current Kentucky senior by $6,000."
5507,0,Says the president of the University of Texas has raised four-year student graduation rates to 75 percent.
5508,0,"Im 59. In either Canada or Great Britain, if I broke my hip, I couldnt get it replaced."
5509,1,Texas children may have a teacher who never spent one minute practicing teaching.
5510,1,"Marco Rubio made it clear: Not only does he think Donald Trump is a con man, hewent on to say he doesnt trust Donald Trump with the nuclear codes."
5511,0,The Foreign Intelligence Surveillance Court is transparent.
5513,1,"Romney refused to pardon ""a decorated soldier"" returning from Iraq who had been charged with a crime involving a BB gun when he was 13."
5514,1,The United States decided waterboarding was torture back when we court-martialed American soldiers for waterboarding Philippine insurgents in the Philippine revolution.
5515,1,"Well, you know, the Teamsters wanted to drill in Alaska. I voted against drilling in Alaska. So it's not like I'm a slam dunk on every issue."
5516,0,HIV/AIDS among women is skyrocketing in Austin.
5517,1,Says Craig Huey called Planned Parenthood a murder mill.
5519,0,The conviction rate is almost exactly the same for whites and blacks who commit murder.
5522,0,(New Jersey Network) is the only news station which covers New Jersey government.
5523,1,The highest economic growth decade was the 1960s. Income tax rates were 90 percent.
5524,0,Obamacare doesnt require members of Congress to abide by the same rules that all of the other Americans do.
5526,0,Takes credit for reining in state spending when he was governor.
5527,1,"Says she is entering in the most diverse class ever, of U.S. Representatives"
5530,0,"Says state Sen. Steve Ogden was the driving force behind business income tax hurting small business, crafted the Robin Hood school finance scheme making property taxes skyrocket, wrote a budget that will result in a $14 billion deficit and voted against gun freedoms."
5531,0,"And, you know, our first president and our first commander in chief prayed every day. He had a field manual of prayers."
5534,1,"We have a tax code that allows groups to use their political operations within the tax code, under the guise of a charity, to use undisclosed millions of dollars to do political campaigns."
5535,0,Congressman Renacci is under FBI investigation.
5536,1,"In the past year alone, Ohio businesses have created more jobs than almost every other state in the country."
5537,1,Gov. Bob McDonnellsbudget plantakesmoney out of our classrooms to pave roads.
5539,0,A YouGov.com poll shows 71 percent of Obama voters regret voting for him.
5541,0,Were the highest taxed nation in the world.
5543,1,Geithner's failure to pay self-employment taxes while working for the IMF is a mistake that is commonly made for people who are working internationally or for international institutions.
5545,1,Texas has lost the most law enforcement officers in the line of duty of any state in America.
5546,1,"Rick Scott has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country."""
5547,1,Says President Obamas proposed oil tax would cost consumers 24 cents a gallon.
5550,1,Says state Senate recall challenger Sandy Pasch voted to cut school aid by nearly $300 million.
5552,1,"Says she introduced a ban on ""dirty dancing."""
5553,1,"Sen. Rubios (tax plan) would cut taxes for households making around $3 million a year by almost $240,000, which is way more than three times the earnings of a typical family."
5554,1,More than 72 percent of children in the African-American community are born out of wedlock.
5556,0,"The reality is that we have roughly 15,000 undocumented immigrants living in the state..."
5559,1,Mitt Romney received exactly zero votes in at least 12 Cuyahoga County precincts.
5560,1,Russia and China are doing naval exercises together someplace.
5563,1,Kewpie burgers are delicious. An Ohio institution. And theyll cost less thanks to John Kasichs tax cut.
5564,1,"This year, the overwhelming majority of new jobs are part time."
5565,1,Seventy percent of all Texans are overweight or obese.
5566,0,Say water fluoridation started in Nazi Germany ghettos and death camps to pacify the Jews.
5567,0,Says his plan would cut taxes without increasing the deficit.
5569,1,We have the third-lowest minimum wage of developed countries.
5573,1,"For NATO exercises, we dont have enough of our own hardware and equipment even for training purposes. So the Britsare spotting us choppers."
5575,1,"As a candidate, President Obama declared that everyone deserves access to reproductive health care that includes abortion, and vowed that this 'right' would be at the heart of his health care reform plan if elected president."
5576,0,Sean Duffy backed plan to privatize Social Security.
5577,1,"Says DonaldTrump proposes tax cuts, too -- $3 trillion for millionaires like himself and $2 trillion for corporations like his."
5579,0,Says library district would come at no direct cost to the city budget.
5583,1,The national debt is larger than our entire annual economy.
5586,1,Kendrick Meek claims hes the only candidate who saidSonia Sotomayor will make an excellent Supreme Court justice.
5587,1,"Says she heard more than 2,400 cases as a Wisconsin appeals court judge"
5588,1,"In altered photo, says Barack Obama wants more of Texans private data via health care."
5589,1,"The states unemployment rate is fifth-highest in the country, a full point above the nationwide rate and higher than all of our...neighboring states."
5590,0,"The Obama-Clinton war on coal has cost Michigan over 50,000 jobs."
5592,0,"There are about 350,000 people who succeed in crossing our borders illegally each year."
5593,0,Six convictions are connected to an allegation by prosecutors that Gov. Scott Walker is at the center of a criminal scheme.
5594,1,Wisconsin is called the Badger State because our ancestors came here with the hopes of living the American dream by mining.
5595,1,"Says by 4th grade, 86 percent of African-American boys and 82 percent (of) Hispanic boys are reading below proficiency levels."
5597,1,Unemployment in the city of St. Petersburg is below the state average.
5598,1,"On the day that (the Republican) state leader resigned in disgrace, a Shred-It' truck rolled up to Republican headquarters."
5600,0,Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Jim Renaccis Republican majority.
5602,1,Says Texas ranks first in executions among the states.
5604,0,The people that perpetrated that travesty in San Bernardino had never been to the Middle East.
5605,1,"Tax rates were significantly higher ""in the '40s, the '50s, and the '60s."""
5606,1,Says he posted a win in the Republican Party of Wisconsin endorsement contest in the U.S. Senate primary.
5611,1,"John McCain voted against establishing a national holiday in honor of Dr. Martin Luther King, Jr."
5612,1,"Risk analysts listed Donald Trump, a Donald Trump presidency, as one of the top threats facing the global economy, ahead of terrorism."
5613,1,"In 2007, the top 1 percent of all income earners in the United States made 23.5 percent of all income, which is more than the entire bottom 50 percent."
5616,1,"More than 12,500 service men and women have been discharged on the basis of sexual orientation since the Don't Ask, Don't Tell"" policy was implemented, at a cost of over $360 million. Many of those forced out had special skills in high demand, such as translators, engineers, and pilots."""
5618,1,"Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state."
5619,0,"When (Barack Obama) took office, 2.3 million people were out of work. Five-plus years later, we have 5 million-plus out of work."
5623,1,Our reserves are now in much better shape than they were just a few years ago.
5624,1,Says no city comparable in size to Austin or smaller was broken into as many congressional districts.
5625,1,"In 32 other states and Washington D.C., they [voters] can avoid the wait by voting before Election Day."
5626,0,"Responding to a major snow event in Atlanta would be like Kansas City, Mo., responding to a major earthquake."
5628,1,A $5-a-night hotel/motel tax thats part of the transportation bill will hurt Georgias convention business by adding extra costs for large groups coming to the state.
5629,1,Texas has a higher incarceration rate than Russia or Iran.
5630,0,"In April 1997, there was a gas out conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight."
5631,0,Sakineh Mohammadi Ashtiani was never sentenced to stoning.
5632,1,The Georgia Lottery paid out $2.3 billion in prizes during the last fiscal year.
5634,1,Says Donald Trump supported impeachment of President (George W.) Bush.
5635,1,Says student loan interest rates will double from 3.4 percent to 6.8 percent July 1.
5637,0,"My opponent, in 2008, had contributions investigated by the federal government."
5640,0,"After not having any foreign trade offices overseas for the past decade, New Jersey opened offices in Shanghai and London in the past six months, and has seen an 18 percent increase in exports."
5642,1,"Says that as a gubernatorial candidate, Chris Christie promised no school cuts."
5643,1,Eighty percent of all U.S. communities depend solely on trucks to deliver and supply the products sold in stores or ordered online.
5644,1,"With her solution, terrorists can still today and by the way ISIS knows it, they have been advertising it buy guns online and at gun shows in the United States of America."
5646,1,"Says the Texas Department of Agriculture seeks to purchase up to 300,000 promotional stress balls."
5647,0,"Says he didnt call Dr. George Tiller a baby killer, as liberal groups charge, but was merely reporting what some prolifers branded him."
5648,0,"Quotes Mark Cuban as saying,I worry that millions of millennials are voting Democrat this year because they fact-check everything."
5649,1,"A Cornell University research study concludes that ethanol generates a 29 percent energy loss, meaning it takes more than a gallon of gasoline to produce a gallon of ethanol."
5650,1,Half of all adults have a pre-existing condition that could affecttheir health care coverage.
5651,0,"In preparing a rules package for the 112th Congress, the GOP had no discussions with Democrats."
5652,1,Research even shows that sending more girls to school can boost an entire countrys GDP.
5654,0,The United States has the most number of deductions available to corporations for the corporate income tax.
5655,0,"UPS left 15,000 employees spouses without health insurance and told them to, go on an exchange with no employer subsidy."
5657,1,GEORGIA ROADWAY FATALITIES THIS YEAR: 59 PLEASE DRIVE SAFELY
5658,0,We didnt have a development director for over seven months.
5660,1,Says GOP recall challenger Kim Simac was delinquent paying her property taxes eight of the last nine years.
5661,1,"Medicare spends ""$15-billion a year on subsidies to insurance companies."""
5662,1,"Says while state leaders have cut funding for our schools and other basic priorities, the amount of money the state is projected to give away through tax breaks increased by a whopping $3.4 billion."
5665,1,I delivered to you a budget that ... cuts taxes by $2 billion.
5668,1,Theres no scientific conclusion that (being gay) is genetic.
5669,1,Roadside bombs are responsible for 70 percent of casualties in Iraq and these new mine-resistant vehicles can reduce those casualties by two-thirds.
5670,0,The Democratic majority led the 111th Congress to spend more money in two years than the first 100 congresses before them combined.
5671,1,Says Gov. Rick Scott returned $1 million in federal funding that would have helped the state cover the cost of overseeing insurance rates under the new health care law.
5672,0,"When Josh Mandel claims to have accepted three debates with Sen. Sherrod Brown, he is lying. He has accepted ZERO proposed debates."
5674,1,Says he never told anyone he hated the U.S. Senate.
5675,0,The reason 29 states no longer have a death tax is that the tax damaged their economic competitiveness.
5676,1,The Republicans have demanded deep cuts in education. Theyve demanded cuts in cancer research and other research to find cures and treatments to diseases.
5677,0,"As chair of the Senate Education Committee, I led the charge to restore most of the education cuts from last session."
5678,1,Says Bernie Sanders chose to spend his honeymoon in the Soviet Union in 1988.
5679,1,Says U.S. corporate tax rate is highest in the world at 35 percent.
5680,0,SaysHillary Clinton took 13 hours to send help to Americans under fire during the terrorist attack in Benghazi.
5681,1,Thirty U.S. cities have Triple A baseball teams and virtually everyone of them [is] playing in government owned ballparks.
5683,0,The Mexican government ... they send the bad ones over.
5684,1,"Look, I believe in accountability. In 1983, I led the effort in Arkansas to improve our schools."
5686,1,"If Obamacare is fully implemented, 30 million people will still be without health insurance."
5688,0,"Under President Barack Obama, income levels and unemployment numbers are worse now than just about ever for African-Americans."
5691,1,I did not vote to spend money to fight that (Amendment 6 redistricting) lawsuit.
5692,1,We are the only state in the country that state employees dont contribute [to their pensions].
5693,0,"Says Sheldon Whitehouse said on Senate floor: Everybody in Rhode Island who disagrees with me about Obamacare is an Aryan, is a white supremacist."
5694,0,One year today since #GOP took control of the House and no new jobs.
5697,0,"White House Political Director Patrick Gaspard once served as the ""right-hand man"" for Bertha Lewis, who heads up ACORN."
5699,1,Education Week rates Ohio schools in the top five in the nation.
5701,0,"Under current policies, were going to reduce the overall debt of the United States by $3 trillion over the next 10 years."
5703,0,"We dont get a lot of calls from this White House I have, frankly, never had a call from them."
5705,1,"Earmarks requested in a federal spending bill included $277,000 for potato pest management in Wisconsin."
5706,0,"Credit agency says Rep. Gibbs recklessly caused downgrade, higher interest rates."
5707,0,"We're building a nearly $40-billion natural gas pipeline, which is North America's largest and most expensive infrastructure project ever."
5711,1,He's (Romney) the one who said that he would be to the left of Teddy Kennedy on gay rights.
5714,1,About 40 percent of Hispanic homeowners have subprime mortgages.
5715,0,"Says that Lee Fisher once said, I never met a gun control bill I didnt like."
5718,0,Says George Soros and Bill Gates are funding a bioweapons lab in Sierra Leone that caused the Ebola outbreak.
5720,1,"To comply with non-discrimination laws, the government is forcing people in business to make wedding cakes for anyone."
5721,0,"Says Democratic challenger for his N.C. House seat raised taxes on clothing, school supplies even baby diapers!"
5722,1,Radio Marti and TV Marti have spent more than $500 million to reach less than 1 percent of the Cuban population.
5724,1,I was the first member of Congress to contribute to Donald Trump.
5725,0,''I have received more contributions than any other candidate in the race Republican or Democrat.''
5726,1,The House Democrats' so-called 'stimulus' has been stuffed with an astonishing $335 million to fund prevention programs of sexually transmitted diseases.
5727,1,"Were the Sunshine State, and were hardly doing any solar energy production."
5728,1,"In Hawaii, ""they don't have a history of throwing incumbents out of office."""
5730,0,SaysGov. John Kasich incorrectly claimed Ohios economy was 38th in the nation when he took office. We were sixth in the nation in terms of economic job growth.
5734,1,Were 49th in the United States in new businesses created.
5735,0,I was banned from talking about Bill Ayers during the 2008 presidential campaign.
5736,1,Says Mitt Romney has flip-flopped on his support for President Reagans policies.
5737,0,Says Wisconsin Gov. Scott Walker literally invented a $3.6 billion deficit.
5738,1,"We also have, in a park thats not far from here, an ability to build a reservoir that can hold a 30-day water supply for the city of Atlanta."
5739,0,Virginia is home to more veterans per capita than any state in America.
5743,1,We have about six school districts that are in school 140 to 150 days this year.
5747,0,"Today, you cant rely on (the retirement fund for public employees), its not funded."
5749,1,President Barack Obama said over 20 times he did not have the legal authority to act as he did on immigration.
5751,1,"Last year, we produced 14 percent less oil on public lands than we did the year before."
5752,0,Floridas regulations on the payday lending industry are stronger than almost any other state.
5757,1,Seventy-five percent of the young adults in this country are not mentally or physically fit to serve.
5758,1,Says David Dewhurst accused Cruz of being a Red Chinese Communist.
5759,0,Less than 10 percent of President Barack Obamas Cabinet members have private-sector experience.
5760,1,Federal law prohibits the growing of industrial hemp in the United States.
5761,1,We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000.
5762,1,"Greg Abbott has benefitted from payday lenders who have given him $300,000 and then received a ruling from him that they can operate in a loophole in the law that allows them to charge unlimited rates and fees."
5764,1,Says Georgia Power customers pay 10 percent to 15 percent below the national average for electricity.
5767,1,"Every poll you see, the overwhelming majority of people want [E-Verify]."
5770,1,"Over the course of one four-year term, it costs taxpayers more than $1 million simply to operate the governors mansion."
5771,1,Says Donald Trump supports eminent domain and the Supreme Courts Kelodecision.
5774,0,On adoption by gay couples
5776,0,Matt Patten kicked off his dirty campaign with thousands in dirty cash from guess who? (Frank) Russo and (Jimmy) Dimora.
5778,1,Women are still paid 82 cents for every dollar a man earns in Texas.
5779,1,"$120,000 will be spent by taxpayers on Charlie Crists political photo-op special session."
5782,0,Fox News airs Stuart Scott R.I.P. tribute with picture of Stephen A. Smith.
5783,0,Seventy percent of the people living in abject poverty are women.
5787,0,Heres something that people never talk about with coach Schiano: Rutgers had the best graduation rate of any Division I football program in America.
5788,0,When youre white ... you dont know what its like to be poor.
5789,1,"With the resources it takes to execute just over three months of the Iraq war, we could fully fund the expansion of health care for needy children that Bush vetoed."
5790,1,Says Travis Countys unemployment rate is below the national average while its poverty rate exceeds the national average--and local poverty is rising.
5792,0,Nobodys addicted to marijuana.
5793,1,"President-elect Trumps immigration policies are very similar to policies that are sitting right in the Senate and the House today to temporarily suspend immigration from countries that harbor terrorism, to temporarily suspend immigration from Syria until we get better vetting."
5794,0,Says Gov. Scott Walker took away $1.6 billion from schools and handed it off as over $2 billion in tax breaks to the rich.
5795,1,The federal government can cut all of the non-military discretionary spending and not balance the budget.
5796,1,"In Galveston, Texas, they have allowed people to privatize part of their Social Security. And people are building wealth."
5797,0,On bipartisan redistricting.
5798,1,"Spending increases, not tax cuts, are the major cause of the federal budget deficit."
5799,0,"Says Reps. Rush Holt, Frank Pallone and Bill Pascrell are willing to jeopardize seniors access to coverage by gutting $741 billion from Medicare to pay for a big-government healthcare takeover."
5800,1,"Says Keene, N.H., requested a military-grade armored personnel truck, citing their annual Pumpkin Festival as a possible target for terrorists."
5801,1,President Barack Obama had the legal authority to strike Syria without a vote from Congress.
5805,0,Says the new Dodd-Frank financial law requires a 20 percent down payment to buy a house.
5806,0,"I have a perfect voting record from organizations like the Veterans of Foreign Wars, the American Legion and all the other veterans service organizations."
5807,0,Barack Obama has consistently voted against tougher penalties for criminals.
5808,0,"For the amount of money Hillary Clinton would like to spend on refugees, we could rebuild every inner city in America."
5809,1,"In the history of the United States, 168 presidential nominees have been filibustered, 82 blocked under President Obama, 86 blocked under all the other presidents."
5810,1,Says Jeff Stone = Scott Walker.
5811,1,"Palin ""inherited a city with zero debt, but left it with indebtedness of over $22-million."""
5812,1,Florida is one of only three states that require licenses for commercial interior designers.
5815,1,Obamacare is not a popular law.
5816,0,"Nobody has been talking about it (Medicaid fraud), focused on it, or paying attention to it."
5817,0,"Rick Scott has destroyed over 100,000 jobs."
5818,1,"For every week that (state lawmakers are) able to cut off our timeline, it saves (Georgia taxpayers) approximately $100,000."
5819,1,"Grateful insurance company executives and their lobbyists from Bermuda gave McCain $50,000."
5821,1,Today 46 percent of all Floridians owe more on their home than it is worth.
5822,1,"Says that when President Obama visited El Paso, he pronounced that the border with Mexico and the United States was safer than it ever was in history."
5823,0,"Says Texas gained 21,000 doctors due to tort reform."
5824,0,"Technically, (Ted Cruz is) not even an American."
5825,1,Most private sector jobs in the history of Buffalo exist in Buffalo today
5827,1,More than 125 jobs have been created at the Milwaukee Job Corps Center.
5828,1,Says a university survey concluded his Massachusetts administration had more women in senior leadership positions than any other state in America.
5829,1,The Ohio Democratic Party has raised $1.1 million since the November election. A very small percentage of that has come from organized labor.
5831,1,TheU.S. economyis three times asbig as Chinas.
5832,1,Providence graduation rates are up.
5833,1,Says Alex Jones said that the victims of the Sandy Hook massacre were child actors and no one was actually killed there.
5835,0,The majority of revenue generated by a proposed Kenosha casino would be sent to the Seminole tribe in Florida.
5837,0,Says Gov. Rick Scott cut more government jobs than were created in the private sector in Florida in 2012.
5838,1,"Florida doesnt regulate assault weapons or .50 caliber rifles or large-capacity ammunition magazines. It doesnt require a permit to purchase a gun. It doesnt require any registration, whatsoever."
5839,1,"Texas is home to millions of Latinas, but the state has never elected a Latina to Congress."
5841,0,Says that he did not exactly say that communities have the right to ban mosques.
5843,0,"George Allen had 40,000 earmarks while he was a senator."
5844,1,We are amassing most of our military strength in a country where fewer than 100 members of al Qaeda remain.
5845,1,He won't even support his colleague's ... motion to censure the Bush administration for systemic repeated illegal wiretaps.
5847,1,More than 1 million Texans live without affordable health care because Rick Perry failed to partner with the Legislature to find a Texas solution to closing the coverage gap.
5848,1,There are actually half a million fewer government employees now than there were when (President Barack) Obama took office.
5849,0,The Clean Power Plan is something that Sen. Sanders has said he would delay implementing.
5850,1,Says Marco Rubio has the worst voting record there is today.
5851,1,Millions of dollars are spent by Planned Parenthood to elect Democrats to the House of Representatives and the Senate.
5853,0,"Says Barack Obama is a hypocrite for criticizing President George W. Bushs drone attack program, then using it aggressively as president."
5854,1,Says Measure 11 is one of the most significant reasons for decrease in violent crime.
5857,1,"Wisconsin pays criminal defense lawyers who represent the indigent $40 per hour, the lowest in the country."
5858,1,House Bill 2301 never had a public hearing
5859,1,The proposed transportation tax plan revokes a tax-credit for consumers electric cars while the state retains similar credits for similar vehicles for businesses.
5860,0,Theres no plan from Senate Democrats or the White House to replace the sequester.
5863,0,"I differed with my party on business legislation, on consumer protection, and on free trade agreements."
5865,1,Comic strip says government study shows Head Start has little or no impact on the children its supposed to help.
5866,0,"In 2013, Dan Patrick voted against funding to test the backlog of rape kits, allowing rapists to walk free."
5867,1,A majority of the candidates on this stage have supported amnesty ... I have never supported amnesty.
5868,1,Says Pope Francis took the name of a saint who basically reached out to Muslims.
5869,1,"The claim ... that we plan to set up panels of bureaucrats with the power to kill off senior citizens ... is a lie, plain and simple."
5870,0,One-third of the gasoline is purchased by out-of-state people in Virginia
5872,1,The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas.
5873,1,"The Republican from Georgia [U.S. Rep. Jack Kingston], he hasnt even been to a NASCAR race."
5874,0,Says Kurt Schrader supports Obamas sequester but wont cut $1.6 million to fund new video games.
5875,0,"In the last year, Wisconsin ranked third in Midwest job growth."
5876,1,"The typical Wisconsin worker makes $5,000 less each year than our neighbors in Minnesota under Gov. Scott Walkers policies."
5877,1,"FIFA pressured Brazil into passing a so-called Budweiser bill, allowing beer sales in soccer stadiums."
5880,1,Says a state bill checks the spending habits of the Milwaukee County Board of Supervisors by bringing it in line with other county boards around the state.
5881,0,Recently Rick Scott closed 30 womens health care centers across the state.
5884,0,"Says President Barack Obama has put (up) a stop sign against oil drilling, against any kind of exploration offshore or in Alaska."
5886,1,Passing a federal firearms background check through the NICS database . . . typically takes 90 seconds.
5889,1,Says Jeb Bush flip-flop-flip(ped) on immigration.
5890,0,"Ganley said that if elected, he wants to cut the dickens out of Social Security, Medicare and Veterans benefits."
5892,1,"Since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children."
5896,1,Georgia lawmakers balanced the budget without raising taxes on residents.
5898,0,President Obama . . . wants to mandate circumcision.
5900,0,"Says that three of these five Republicans -- Ben Westlund, Rob Patridge, Max Williams, Lane Shetterly, Lynn Lundquist -- later became Democrats."
5901,0,The crime decline in the United States would be fairly small if it wasn't for the crime decline in New York City.
5902,1,"Proposed cuts in the House farm bill mean 2 million less people on food stamps, 210,000 children will not receive school lunches or breakfasts."
5903,1,"If it is enacted, the Senate immigration bill is going to make the Border Patrol bigger than the FBI -- you could put one agent every 250 feet."
5904,0,Rick Scott doesnt have any ties to a lobbyist.
5906,0,Glen Sturtevant is against smaller class sizes.
5907,0,"Congressional lawmakers earn their salaries FOR LIFE, which for House Minority Leader Nancy Pelosi would add up to $803,700 Dollars a year for LIFE including FREE medical."
5908,1,"President Obamas proposal calls for serious cuts in our own long-term carbon emissions, but China and India will still be allowed to increase their emissions."
5909,0,"I have never asked for a single earmark, pork barrel project for my state of Arizona."
5910,0,"Starting in 2011, ""you will be required to pay taxes"" on ""the value of whatever health insurance you are given by the company."""
5911,0,Planned Parenthood is nothing more than a referral service. They dont do anything except profit from killing babies and then selling body parts of those aborted babies.
5913,1,Photo ID is not required for those who vote by mail.
5914,1,We have the lowest per-capita spending of any state in the nation except for South Dakota.
5916,1,"When I ran against incumbent President Gerald Ford, you know how much money we raised? None."
5917,1,President Obama has the worst ratings of any president at the end of his first year.
5918,0,Milwaukee County has a parks capital budget thats bigger than its been in the last 10 years.
5923,0,"In every poll, John Cornyn always loses to any conservative the voters have heard about."
5924,1,"For the last decade, funding in the health and human services budget has grown at twice the rate as other parts of the budget, and I think that context is important."
5925,1,"In Wisconsin, deaths from domestic violence are at the highest in 10 years."
5926,0,"Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!"
5931,1,"Says Trump ties are made in China, not Colorado. Trump suits in Mexico, not Michigan. Trump furniture in Turkey, not Ohio. Trump picture frames in India, not Wisconsin."
5932,0,"Weve had about 3,000 murders in connection with lax border security."
5933,1,"Huckabee ""granted 1,033 pardons and commutations . . . more clemencies than the previous three governors combined."""
5934,1,The proposed transportation bill could be the largest tax increase in Georgia history.
5936,1,"While in Congress, Nathan Deal was a leader when it came to protecting our borders."
5938,0,The 2009 stimulus bill failed to get people back to work.
5939,1,"Since 1995, the top 400 wealthiest families have seen their incomes go up 400 percent and their tax rates go down 40 percent."
5941,1,"Actually, Reagan was a Democrat before he was a Republican."
5942,0,We can save $125 billion in simply not giving out money to Medicare recipients that dont exist for procedures that didnt happen.
5943,0,The University of Wisconsin System will be much more affordable than just about any other campus in America because going forward we have a cap on it tied to inflation.
5945,1,On immigration reform
5947,1,"It took us four years to balance the budget. Then I gave you four surplus budgets for the first time in more than 70 years, paid $600 billion down on the national debt."
5948,1,"Says Jon Corzine gave away 14 percent raises over 4 years and he stood on the front steps of the Capitol at a public-sector union rally and said, I will fight to get you a great contract."
5949,1,Weve cut taxes 50 times and look what has happened to our revenues. Theyve grown.
5950,1,Many dont know that Bill Young was once the minority leader in the Florida Senate...because he was the only Republican senator.
5951,0,Says Barack Obama is the only American president who has not visited the D-Day Monument in Normandy on D-Day.
5952,0,Says Oregon is one of only three states that allow the use of gillnets on inland waters.
5953,0,"Obamacare is the biggest job-killer in this country -- millions of Americans have lost their jobs, have been forced into part-time work."
5955,1,I've spent 20 years devoted to working on behalf of families who are having a tough time and are seeking out the American dream.
5958,0,Says Mitt Romneys investments created zero jobs.
5959,1,"American Hustleshows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down."
5961,0,Barack Obama and Hillary Clinton are negotiating with the United Nations about doing a treaty that will ban the use of firearms.
5962,0,"The nearly six-year delay in approving Keystone is costing Americans more than 100,000 jobs."
5963,0,Says iPads and iPhones are built in the United States of America.
5964,0,"Dubious taxpayer-funded stimulus projects in Rhode Island include $250,000 to provide digital television to the states inmate population."
5966,1,I never called for a partition of Iraq.
5967,0,"In the history department at the University of Texas, out of 50 registered voters, only one is a Republican."
5968,1,Said Republicans made historic gains in state legislatures during last months election
5969,1,We got the highest vote count in the history of the Republican Party.
5972,1,The Cathedral of Christ the King is one of the Archdiocese of Atlantas largest and fastest-growing parishes.
5973,0,New Jerseys citizens are working at the highest rate in three years.
5975,0,"Says Oregons high minimum wage is the reason why by 2011, Oregons restaurants employed an average of only 13.8 workers, or 2.6 fewer employees than they did before the states minimum wage began rising above the federal level in 1997."
5976,1,The president of the United States ... agrees with me that marriage should be between a man and a woman.
5978,0,The Climatic Research Unit e-mails show that the science behind climate change has been pretty well debunked.
5979,1,President Obamas suggested reduction in spending for next year: $0.
5981,1,Says PPS employees have paid their own PERS contributions for many years.
5982,1,Every president since Eisenhower has taken executive action to address immigration issues.
5983,0,Says Alex Sinks plans for governor include $12.5 billion in new spending.
5984,0,"Any child born prematurely, according to the president, in his own words, can be killed."
5985,1,Seventy percent of all uninsured live in households in which at least one person is working.
5986,0,Recent data showed Nevada ranks 50th in the money received from the stimulus bill.
5987,1,"If you want to talk firsts for Bush, this was the first time in American history that a president took us into a war and cut taxes."
5988,0,Nearly half of all persons under 30 did not go to work today.
5991,1,Forty percent of the undocumented workers in this country entered the U.S. legally and overstayed their visa.
5992,1,Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.
5994,1,"Milwaukee has seen an uptick in violence since 2010, and the only period of calm we get is when winter sets in."
5995,0,The numbers of people that support Obamacare and like it have been steadily dropping.
5996,1,"The region I represent, both currently and in the future, has more automotive plants than the entire state of California."
5997,0,"Obama's wife wrote a paper in college that said America was a nation founded on ""crime and hatred"" and that whites in America are ""ineradicably racist."""
5999,0,"Says Gov. Rick Scott lost Florida 331,247 jobs."
6001,1,"In the 1950s and 1960s, the minimum wage was such that it would lift you out of poverty."
6002,0,"Says Freddie Mac, electric co-ops and credit unions are all government sponsored enterprises."
6003,1,Republican redistricting plans cut Democrat Nancy Nusbaum out of her state Senate district by a half a block.
6004,0,"When Obama was interviewed by American reporters in Asia, ""Not one of them asked me about Asia. Not one of them asked me about the economy."""
6005,1,A strong majority of Americans support the Keystone XL pipeline.
6006,0,A majority of Wisconsinites opposed the government takeover of health care. But Russ Feingold voted for it anyway.
